,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
1420,CHEMBL3674690,,,511.69,1.0,4.18,BDBM102565,CC(C)(O)[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,IC50,'=',19.2,nM,7.72,,220133,UO_0000065,15.08,0.29,3.54,7.69,0,CHEMBL3705344,In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638640,37,BindingDB Database,,2013.0,,,,
1422,CHEMBL188504,,,368.82,0.0,4.47,10,COc1ccc(Oc2ncccc2C(=O)NCc2ccccc2Cl)cc1,IC50,'=',3981.07,nM,5.4,,,UO_0000065,14.64,0.28,0.93,8.93,0,CHEMBL831665,Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140363,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,
1424,CHEMBL1783591,,,356.42,0.0,3.49,9g,Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,IC50,'=',330.0,nM,6.48,,,UO_0000065,18.18,0.34,2.99,10.14,0,CHEMBL1787506,Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1782035,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1426,CHEMBL3679507,,,474.95,0.0,3.54,BDBM100527,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CC[C@H](O)C2)nc1,IC50,'=',120.0,nM,6.92,,217738,UO_0000065,14.57,0.28,3.38,7.91,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1427,CHEMBL3679519,,,508.41,2.0,5.06,BDBM100540,O=C(NCc1cn(-c2ccccc2Cl)c2cc(Cl)ccc2c1=O)c1ccc(N2CCOCC2)cc1,IC50,'=',90.0,nM,7.05,,217751,UO_0000065,13.86,0.27,1.99,11.08,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1428,CHEMBL3679524,,,425.82,0.0,4.25,BDBM100545,O=C(NCc1cn(-c2ccccc2F)c2cc(F)ccc2c1=O)c1ccc(Cl)nc1,IC50,'=',150.0,nM,6.82,,217756,UO_0000065,16.03,0.31,2.57,10.66,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1429,CHEMBL4286199,,,391.48,0.0,3.97,15b,CC(=O)N[C@H]1CC[C@H](Nc2nccc(-c3c(-c4ccccc4)noc3C)n2)CC1,IC50,'=',170.0,nM,6.77,,,UO_0000065,17.29,0.32,2.8,7.28,0,CHEMBL4255738,Inhibition of human JNK1a1 FAM-EGFR-derived peptide as substrate by IMAP assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4251696,1,Scientific Literature,ACS Med Chem Lett,2018.0,,,,
1433,CHEMBL1287915,,,333.42,0.0,4.47,41,O=C(Cc1cccc2ccccc12)Nc1ccsc1-c1cc[nH]n1,IC50,'=',3200.0,nM,5.5,,,UO_0000065,16.48,0.31,1.02,9.51,0,CHEMBL1291185,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1287787,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,,
1434,CHEMBL188705,,,453.52,0.0,4.39,18,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)c1,IC50,'=',398.11,nM,6.4,,,UO_0000065,14.11,0.27,2.01,6.24,0,CHEMBL831665,Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140363,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,
1437,CHEMBL3577872,,,357.46,0.0,2.43,17,CC(C)C(=O)N1CCC(Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,IC50,'=',400.0,nM,6.4,,,UO_0000065,17.9,0.34,3.97,7.99,0,CHEMBL3578953,Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate after 1 hr by homogeneous time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3576797,1,Scientific Literature,ACS Med Chem Lett,2015.0,,,,
1438,CHEMBL3577875,,,344.42,0.0,1.75,20,CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)[nH]c3n2)CC1,IC50,'=',1988.0,nM,5.7,,,UO_0000065,16.55,0.31,3.95,5.1,0,CHEMBL3578953,Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate after 1 hr by homogeneous time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3576797,1,Scientific Literature,ACS Med Chem Lett,2015.0,,,,
1439,CHEMBL4130310,,,426.52,0.0,4.14,4i,Cc1cc(CN2CCOCC2)ccc1-c1cc2c(-c3ccc(C(N)=O)cc3)ccnc2[nH]1,IC50,'=',630.96,nM,6.2,,,UO_0000065,14.54,0.26,2.06,7.36,0,CHEMBL4121732,Inhibition of JNK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4118126,1,Scientific Literature,Bioorg Med Chem Lett,2018.0,,,,
1440,CHEMBL4126511,,,498.63,1.0,5.14,4o,Cc1cc(OCCN2CCOCC2)ccc1-c1cc2c(-c3ccc(C(N)=O)c(C(C)C)c3)ccnc2[nH]1,IC50,'=',1995.26,nM,5.7,,,UO_0000065,11.43,0.21,0.56,6.1,0,CHEMBL4121732,Inhibition of JNK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4118126,1,Scientific Literature,Bioorg Med Chem Lett,2018.0,,,,
1442,CHEMBL1822132,,,432.28,0.0,4.16,19,O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,IC50,'=',16.0,nM,7.8,,,UO_0000065,18.03,0.41,3.64,9.33,0,CHEMBL1825598,Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1821697,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1443,CHEMBL1822142,,,499.27,0.0,3.66,38,O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,IC50,'=',8.0,nM,8.1,,,UO_0000065,16.22,0.37,4.44,7.67,0,CHEMBL1825598,Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1821697,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1444,CHEMBL1822144,,,488.25,0.0,2.76,40,O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,IC50,'=',3.0,nM,8.52,,,UO_0000065,17.46,0.4,5.76,7.75,0,CHEMBL1825598,Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1821697,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1445,CHEMBL4778645,,,435.87,0.0,3.5,25,O=C(Nc1cnn(-c2csc(C(=O)NC3COC3)c2)c1)Nc1c(F)cccc1Cl,IC50,'=',4900.0,nM,5.31,,,UO_0000065,12.18,0.25,1.81,5.46,0,CHEMBL4724649,Inhibition of JNK1 (unknown origin) using ATF2 as substrate after 22 mins in presence of ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715902,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1446,CHEMBL259720,,,462.94,0.0,4.06,16c,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)NC)n(C)n1,IC50,'=',9.4,nM,8.03,,,UO_0000065,17.34,0.33,3.97,9.33,0,CHEMBL921935,Inhibition of human JNK1 by radiometric assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1144699,1,Scientific Literature,Bioorg Med Chem,2008.0,,,,
1448,CHEMBL4856984,,,377.49,0.0,2.05,20,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCC[C@](C)(O)C3)n2)CC1,IC50,'=',1.0,nM,9.0,,,UO_0000065,23.84,0.46,6.95,7.35,0,CHEMBL4842273,Inhibition of JNK1 (unknown origin) assessed as reduction in phosphorylated ULight-labeled 4EBP1 peptide measured after 1 hr by time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4840378,1,Scientific Literature,J Med Chem,2021.0,,TIME = 1.0 hr,INHIBITOR,
1449,CHEMBL214212,,,356.38,0.0,1.88,3,CCOc1nc(C(=O)NCc2cc(OC)ccc2OC)cc(N)c1C#N,IC50,'=',71.0,nM,7.15,,,UO_0000065,20.06,0.38,5.27,5.98,0,CHEMBL866012,Inhibition of JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138045,1,Scientific Literature,J Med Chem,2006.0,,,,
1450,CHEMBL3679430,,,508.54,1.0,3.2,BDBM100446,O=C(NCc1c(-c2ncco2)n(-c2ccccc2)c2ncccc2c1=O)c1ccc(N2CCOCC2)nc1,IC50,'=',29.0,nM,7.54,,217661,UO_0000065,14.82,0.27,4.34,6.53,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1451,CHEMBL3679439,,,538.03,1.0,3.68,BDBM100455,CN(C)C(=O)c1c(CNC(=O)c2ccc(S(C)(=O)=O)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',180.0,nM,6.75,,217670,UO_0000065,12.54,0.25,3.06,6.39,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1452,CHEMBL3679551,,,481.34,1.0,5.01,BDBM100572,COC(=O)c1c(CNC(=O)c2ccc(Cl)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',15.0,nM,7.82,,217783,UO_0000065,16.25,0.32,2.81,10.11,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1453,CHEMBL3679556,,,482.87,0.0,4.64,BDBM100577,COC(=O)c1c(CNC(=O)c2ccc(F)c(F)c2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',12.0,nM,7.92,,217788,UO_0000065,16.4,0.32,3.28,10.23,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1454,CHEMBL3679577,,,520.47,1.0,4.6,BDBM100598,COC(=O)c1c(CNC(=O)c2ccc3cc[nH]c3c2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,IC50,'=',79.0,nM,7.1,,217809,UO_0000065,13.65,0.26,2.5,6.7,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1455,CHEMBL3679437,,,545.04,1.0,4.11,BDBM100453,CN(C)C(=O)c1c(CNC(=O)c2ccc(N3CCOCC3)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',140.0,nM,6.85,,217668,UO_0000065,12.57,0.24,2.74,8.17,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1456,CHEMBL3679443,,,463.93,0.0,3.01,BDBM100459,CN(C)C(=O)c1c(CNC(=O)c2cnn(C)c2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',780.0,nM,6.11,,217674,UO_0000065,13.17,0.25,3.1,6.85,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1457,CHEMBL3679550,,,532.02,1.0,2.72,BDBM100571,COC(=O)c1c(CNC(=O)C2CCN(S(C)(=O)=O)CC2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',640.0,nM,6.19,,217782,UO_0000065,11.64,0.23,3.47,5.4,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1458,CHEMBL2425635,,,487.63,0.0,3.37,19,CC(C)(O)[C@H]1CC[C@H](Nc2nccc(-n3ncc4c(OCCCS(C)(=O)=O)cccc43)n2)CC1,IC50,'=',4.0,nM,8.4,,,UO_0000065,17.22,0.34,5.03,7.04,0,CHEMBL2429340,Inhibition of human JNK1 assessed as inhibition of GST-tagged ATF2 (19 to 96) phosphorylation incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]-ATP,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1459,CHEMBL209397,,,364.81,0.0,1.52,15,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(Cl)n2)cc1,IC50,'=',1500.0,nM,5.82,,,UO_0000065,15.96,0.33,4.3,4.62,0,CHEMBL866012,Inhibition of JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138045,1,Scientific Literature,J Med Chem,2006.0,,,,
1460,CHEMBL4874134,,,400.87,0.0,4.98,14,CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,IC50,'=',619.0,nM,6.21,,,UO_0000065,15.49,0.31,1.23,10.53,0,CHEMBL4840118,Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate measured after 22 mins by homogeneous time-resolved fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4837263,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1461,CHEMBL244626,,,307.31,0.0,3.71,6g,O=C(O)c1ccccc1Nc1ccnc(Oc2ccccc2)n1,IC50,'=',300.0,nM,6.52,,,UO_0000065,21.23,0.39,2.81,7.73,0,CHEMBL905885,Inhibition at human JNK1 at 1uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143787,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,
1464,CHEMBL243297,,,322.32,0.0,3.37,8d,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc(O)cc2)n1,IC50,'=',35.0,nM,7.46,,,UO_0000065,23.13,0.42,4.09,6.94,0,CHEMBL905885,Inhibition at human JNK1 at 1uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143787,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,
1467,CHEMBL3679477,,,448.91,0.0,4.59,BDBM100497,COc1ccc(C(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1OC,IC50,'=',80.0,nM,7.1,,217708,UO_0000065,15.81,0.3,2.51,10.2,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1468,CHEMBL3679478,,,424.83,0.0,4.85,BDBM100498,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1cc(F)cc(F)c1,IC50,'=',630.0,nM,6.2,,217709,UO_0000065,14.6,0.28,1.35,12.13,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1469,CHEMBL3679499,,,432.91,0.0,4.04,BDBM100519,CN(C)c1ccc(C(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)cn1,IC50,'=',55.0,nM,7.26,,217730,UO_0000065,16.77,0.32,3.22,10.8,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1470,CHEMBL3679582,,,498.58,1.0,5.01,BDBM100603,COC(=O)c1c(CNC(=O)c2ccc(C(C)(C)C)cc2)c(=O)c2ccc(OC)cc2n1-c1ccccc1,IC50,'=',47.0,nM,7.33,,217814,UO_0000065,14.7,0.27,2.32,8.46,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1471,CHEMBL3679473,,,393.83,0.0,2.7,BDBM100493,Cn1cc(C(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)nn1,IC50,'=',560.0,nM,6.25,,217704,UO_0000065,15.87,0.3,3.55,7.64,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1472,CHEMBL3679476,,,475.94,0.0,3.2,BDBM100496,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1cnc(N2CCOCC2)nc1,IC50,'=',190.0,nM,6.72,,217707,UO_0000065,14.12,0.27,3.52,7.52,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1473,CHEMBL3679503,,,518.02,1.0,3.08,BDBM100523,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CCN(CCO)CC2)nc1,IC50,'=',81.0,nM,7.09,,217734,UO_0000065,13.69,0.26,4.01,7.82,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1474,CHEMBL3679526,,,524.55,1.0,2.83,BDBM100547,O=C(NCc1cn(-c2ccccc2F)c2cc(F)ccc2c1=O)c1ccc(N2CCS(=O)(=O)CC2)nc1,IC50,'=',100.0,nM,7.0,,217758,UO_0000065,13.34,0.26,4.17,6.91,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1475,CHEMBL3679571,,,567.52,1.0,3.35,BDBM100592,COC(=O)c1c(CNC(=O)c2ccc(N3CCOCC3)nc2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,IC50,'=',18.0,nM,7.75,,217803,UO_0000065,13.65,0.26,4.39,6.7,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1476,CHEMBL2392826,,,547.71,1.0,1.77,BDBM102554,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(S(C)(=O)=O)CC5)cccc43)n2)CC1,IC50,'=',182.0,nM,6.74,,220122,UO_0000065,12.31,0.25,4.97,5.2,0,CHEMBL3705344,In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638640,37,BindingDB Database,,2013.0,,,,
1479,CHEMBL2392840,,,603.75,2.0,3.04,BDBM102604,CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCn5cnnc5C4)CC3)n2)CC1,IC50,'=',11.7,nM,7.93,,220172,UO_0000065,13.14,0.25,4.89,6.05,0,CHEMBL3705344,In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638640,37,BindingDB Database,,2013.0,,,,
1481,CHEMBL3679569,,,446.89,0.0,4.36,BDBM100590,COC(=O)c1c(CNC(=O)c2ccccc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',12.0,nM,7.92,,217801,UO_0000065,17.72,0.34,3.56,10.23,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1482,CHEMBL3679570,,,412.45,0.0,3.71,BDBM100591,COC(=O)c1c(CNC(=O)c2ccccc2)c(=O)c2ccccc2n1-c1ccccc1,IC50,'=',39.0,nM,7.41,,217802,UO_0000065,17.96,0.33,3.7,9.57,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
